Nr;Rizikos objekto Id;Padalinys;Vieta;Tarpstotis;Norm_uztv_padetis;sergimoji_nesergimoji;Bendrojo_nebendrojo;Plotis;Pagr_keliu_sk;Nepagr_keliu_sk;Max_keleiv_greitis;Max_krov_greitis;Max_trauk_sk;Max_ekipazu_sk;Max_autobusu_sk;Max_troleibusu_sk;Pervazos_kategorija;Pamainu_sk;Saugo_eismo_tarnyba;Dangos_tipas_prieigose;Dangos_tipas_ant_keliu;Matom_sal_mas_kab_nelyg;Matom_sal_mas_kab_lyg;Matom_sal_ekipaz_des_nelyg;Matom_sal_ekipaz_des_lyg;Matom_sal_ekipaz_kair_nelyg;Matom_sal_ekipaz_kair_lyg;Automat_uztv;Pusautomat_uztv;Mygt_uztv_pran_sv_signal;Mygt_uztv_pran_signal;Mech_uztv_pran_sv_signal;Mech_uztv_pran_signal;Be_signal;Atitv_signal;Automat_sv_signal;Neautomat_sv_signal;Rank_uztv;GSB_EDD_rysys;Radijo_rysys;Video;El_apsv;Prozektoriai;Kap_remonto_data;Pesc_takai;Reikia_kap_rem;Reikia_keisti_post_st;Ivykiai;Ivykio data;Metai;
369;62;Vilniaus;;Privažiavimo kelias (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;6,500;;2,000;25,000;;3,000;5,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
370;62;Vilniaus;;Privažiavimo kelias (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;6,500;;2,000;25,000;;3,000;5,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
371;62;Vilniaus;;Privažiavimo kelias (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;6,500;;2,000;25,000;;3,000;5,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
372;62;Vilniaus;;Privažiavimo kelias (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;6,500;;2,000;25,000;;3,000;5,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
373;63;Vilniaus;;Privažiavimo keliai (Ignalinos st.) (Ignalina);;0,000;1,000;6,000;;1,000;15,000;;2,000;102,000;;;IV;;0,000;bet.;gelžb.;200,000;200,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
374;63;Vilniaus;;Privažiavimo keliai (Ignalinos st.) (Ignalina);;0,000;1,000;6,000;;1,000;15,000;;2,000;102,000;;;IV;;0,000;bet.;gelžb.;200,000;200,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
375;63;Vilniaus;;Privažiavimo keliai (Ignalinos st.) (Ignalina);;0,000;1,000;6,000;;1,000;15,000;;2,000;102,000;;;IV;;0,000;bet.;gelžb.;200,000;200,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
376;63;Vilniaus;;Privažiavimo keliai (Ignalinos st.) (Ignalina);;0,000;1,000;6,000;;1,000;15,000;;2,000;102,000;;;IV;;0,000;bet.;gelžb.;200,000;200,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
377;63;Vilniaus;;Privažiavimo keliai (Ignalinos st.) (Ignalina);;0,000;1,000;6,000;;1,000;15,000;;2,000;102,000;;;IV;;0,000;bet.;gelžb.;200,000;200,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
378;63;Vilniaus;;Privažiavimo keliai (Ignalinos st.) (Ignalina);;0,000;1,000;6,000;;1,000;15,000;;2,000;102,000;;;IV;;0,000;bet.;gelžb.;200,000;200,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
379;64;Vilniaus;4 + 976;Privažiavimo kelias (Bezdonių st.) (Bezdonys);;0,000;1,000;7,500;;1,000;40,000;;4,000;50,000;;;IV;;0,000;žvyr.;gelžb.;600,000;100,000;400,000;400,000;400,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
380;64;Vilniaus;4 + 976;Privažiavimo kelias (Bezdonių st.) (Bezdonys);;0,000;1,000;7,500;;1,000;40,000;;4,000;50,000;;;IV;;0,000;žvyr.;gelžb.;600,000;100,000;400,000;400,000;400,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
381;64;Vilniaus;4 + 976;Privažiavimo kelias (Bezdonių st.) (Bezdonys);;0,000;1,000;7,500;;1,000;40,000;;4,000;50,000;;;IV;;0,000;žvyr.;gelžb.;600,000;100,000;400,000;400,000;400,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
382;64;Vilniaus;4 + 976;Privažiavimo kelias (Bezdonių st.) (Bezdonys);;0,000;1,000;7,500;;1,000;40,000;;4,000;50,000;;;IV;;0,000;žvyr.;gelžb.;600,000;100,000;400,000;400,000;400,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
383;64;Vilniaus;4 + 976;Privažiavimo kelias (Bezdonių st.) (Bezdonys);;0,000;1,000;7,500;;1,000;40,000;;4,000;50,000;;;IV;;0,000;žvyr.;gelžb.;600,000;100,000;400,000;400,000;400,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
384;64;Vilniaus;4 + 976;Privažiavimo kelias (Bezdonių st.) (Bezdonys);;0,000;1,000;7,500;;1,000;40,000;;4,000;50,000;;;IV;;0,000;žvyr.;gelžb.;600,000;100,000;400,000;400,000;400,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
385;65;Vilniaus;;Privažiavimo kelias (Vievio st.) (Vievis);;0,000;1,000;6,000;;1,000;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
386;65;Vilniaus;;Privažiavimo kelias (Vievio st.) (Vievis);;0,000;1,000;6,000;;1,000;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
387;65;Vilniaus;;Privažiavimo kelias (Vievio st.) (Vievis);;0,000;1,000;6,000;;1,000;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
388;65;Vilniaus;;Privažiavimo kelias (Vievio st.) (Vievis);;0,000;1,000;6,000;;1,000;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
389;65;Vilniaus;;Privažiavimo kelias (Vievio st.) (Vievis);;0,000;1,000;6,000;;1,000;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
390;65;Vilniaus;;Privažiavimo kelias (Vievio st.) (Vievis);;0,000;1,000;6,000;;1,000;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
391;66;Vilniaus;44 + 450;Stoties keliai (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;12,000;;2,000;25,000;;3,000;5,000;;;IV;;0,000;akm.;gelžb.;400,000;400,000;400,000;400,000;400,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
392;66;Vilniaus;44 + 450;Stoties keliai (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;12,000;;2,000;25,000;;3,000;5,000;;;IV;;0,000;akm.;gelžb.;400,000;400,000;400,000;400,000;400,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
393;66;Vilniaus;44 + 450;Stoties keliai (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;12,000;;2,000;25,000;;3,000;5,000;;;IV;;0,000;akm.;gelžb.;400,000;400,000;400,000;400,000;400,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
394;66;Vilniaus;44 + 450;Stoties keliai (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;12,000;;2,000;25,000;;3,000;5,000;;;IV;;0,000;akm.;gelžb.;400,000;400,000;400,000;400,000;400,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
395;66;Vilniaus;44 + 450;Stoties keliai (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;12,000;;2,000;25,000;;3,000;5,000;;;IV;;0,000;akm.;gelžb.;400,000;400,000;400,000;400,000;400,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
396;66;Vilniaus;44 + 450;Stoties keliai (N. Vilnios st.) (Naujoji Vilnia);;0,000;1,000;12,000;;2,000;25,000;;3,000;5,000;;;IV;;0,000;akm.;gelžb.;400,000;400,000;400,000;400,000;400,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
397;67;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;6,500;;1,000;5,000;;2,000;316,000;3,000;;IV;;0,000;asf.;gelžb.;50,000;30,000;80,000;30,000;30,000;80,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
398;67;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;6,500;;1,000;5,000;;2,000;316,000;3,000;;IV;;0,000;asf.;gelžb.;50,000;30,000;80,000;30,000;30,000;80,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
399;67;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;6,500;;1,000;5,000;;2,000;316,000;3,000;;IV;;0,000;asf.;gelžb.;50,000;30,000;80,000;30,000;30,000;80,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
400;67;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;6,500;;1,000;5,000;;2,000;316,000;3,000;;IV;;0,000;asf.;gelžb.;50,000;30,000;80,000;30,000;30,000;80,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
401;67;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;6,500;;1,000;5,000;;2,000;316,000;3,000;;IV;;0,000;asf.;gelžb.;50,000;30,000;80,000;30,000;30,000;80,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
402;67;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;6,500;;1,000;5,000;;2,000;316,000;3,000;;IV;;0,000;asf.;gelžb.;50,000;30,000;80,000;30,000;30,000;80,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
403;68;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;8,000;;2,000;5,000;;2,000;284,000;8,000;;IV;;0,000;asf.;gelžb.;80,000;40,000;45,000;50,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
404;68;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;8,000;;2,000;5,000;;2,000;284,000;8,000;;IV;;0,000;asf.;gelžb.;80,000;40,000;45,000;50,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
405;68;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;8,000;;2,000;5,000;;2,000;284,000;8,000;;IV;;0,000;asf.;gelžb.;80,000;40,000;45,000;50,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
406;68;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;8,000;;2,000;5,000;;2,000;284,000;8,000;;IV;;0,000;asf.;gelžb.;80,000;40,000;45,000;50,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
407;68;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;8,000;;2,000;5,000;;2,000;284,000;8,000;;IV;;0,000;asf.;gelžb.;80,000;40,000;45,000;50,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
408;68;Vilniaus;;Stoties keliai (Turmanto st.) (Turmantas);;0,000;1,000;8,000;;2,000;5,000;;2,000;284,000;8,000;;IV;;0,000;asf.;gelžb.;80,000;40,000;45,000;50,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
409;69;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;1,000;6,500;1,000;3,000;15,000;;4,000;80,000;;;IV;;0,000;asf.;gelžb.;800,000;1000,000;400,000;400,000;200,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
410;69;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;1,000;6,500;1,000;3,000;15,000;;4,000;80,000;;;IV;;0,000;asf.;gelžb.;800,000;1000,000;400,000;400,000;200,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
411;69;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;1,000;6,500;1,000;3,000;15,000;;4,000;80,000;;;IV;;0,000;asf.;gelžb.;800,000;1000,000;400,000;400,000;200,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
412;69;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;1,000;6,500;1,000;3,000;15,000;;4,000;80,000;;;IV;;0,000;asf.;gelžb.;800,000;1000,000;400,000;400,000;200,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
413;69;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;1,000;6,500;1,000;3,000;15,000;;4,000;80,000;;;IV;;0,000;asf.;gelžb.;800,000;1000,000;400,000;400,000;200,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
414;69;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;1,000;6,500;1,000;3,000;15,000;;4,000;80,000;;;IV;;0,000;asf.;gelžb.;800,000;1000,000;400,000;400,000;200,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
415;70;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;0,000;6,000;;2,000;15,000;;6,000;80,000;20,000;;IV;;0,000;žvyr.;gelžb.;250,000;250,000;250,000;250,000;250,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
416;70;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;0,000;6,000;;2,000;15,000;;6,000;80,000;20,000;;IV;;0,000;žvyr.;gelžb.;250,000;250,000;250,000;250,000;250,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
417;70;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;0,000;6,000;;2,000;15,000;;6,000;80,000;20,000;;IV;;0,000;žvyr.;gelžb.;250,000;250,000;250,000;250,000;250,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
418;70;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;0,000;6,000;;2,000;15,000;;6,000;80,000;20,000;;IV;;0,000;žvyr.;gelžb.;250,000;250,000;250,000;250,000;250,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
419;70;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;0,000;6,000;;2,000;15,000;;6,000;80,000;20,000;;IV;;0,000;žvyr.;gelžb.;250,000;250,000;250,000;250,000;250,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
420;70;Vilniaus;;Stoties keliai (Utenos st.) (Utena);;0,000;0,000;6,000;;2,000;15,000;;6,000;80,000;20,000;;IV;;0,000;žvyr.;gelžb.;250,000;250,000;250,000;250,000;250,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
421;71;Vilniaus;;Stoties keliai (Bezdonių st.) (Bezdonys);;0,000;1,000;6,000;1,000;;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
422;71;Vilniaus;;Stoties keliai (Bezdonių st.) (Bezdonys);;0,000;1,000;6,000;1,000;;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
423;71;Vilniaus;;Stoties keliai (Bezdonių st.) (Bezdonys);;0,000;1,000;6,000;1,000;;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
424;71;Vilniaus;;Stoties keliai (Bezdonių st.) (Bezdonys);;0,000;1,000;6,000;1,000;;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
425;71;Vilniaus;;Stoties keliai (Bezdonių st.) (Bezdonys);;0,000;1,000;6,000;1,000;;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
426;71;Vilniaus;;Stoties keliai (Bezdonių st.) (Bezdonys);;0,000;1,000;6,000;1,000;;15,000;;16,000;4,000;;;IV;;0,000;žvyr.;gelžb.;300,000;300,000;300,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
427;72;Vilniaus;3 + 824;Švenčionėliai-Utena;;0,000;1,000;8,100;1,000;;60,000;;2,000;14,000;;;IV;;0,000;asf.;gelžb.;400,000;600,000;450,000;600,000;500,000;600,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
428;72;Vilniaus;3 + 824;Švenčionėliai-Utena;;0,000;1,000;8,100;1,000;;60,000;;2,000;14,000;;;IV;;0,000;asf.;gelžb.;400,000;600,000;450,000;600,000;500,000;600,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
429;72;Vilniaus;3 + 824;Švenčionėliai-Utena;;0,000;1,000;8,100;1,000;;60,000;;2,000;14,000;;;IV;;0,000;asf.;gelžb.;400,000;600,000;450,000;600,000;500,000;600,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
430;72;Vilniaus;3 + 824;Švenčionėliai-Utena;;0,000;1,000;8,100;1,000;;60,000;;2,000;14,000;;;IV;;0,000;asf.;gelžb.;400,000;600,000;450,000;600,000;500,000;600,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
431;72;Vilniaus;3 + 824;Švenčionėliai-Utena;;0,000;1,000;8,100;1,000;;60,000;;2,000;14,000;;;IV;;0,000;asf.;gelžb.;400,000;600,000;450,000;600,000;500,000;600,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
432;72;Vilniaus;3 + 824;Švenčionėliai-Utena;;0,000;1,000;8,100;1,000;;60,000;;2,000;14,000;;;IV;;0,000;asf.;gelžb.;400,000;600,000;450,000;600,000;500,000;600,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
433;73;Vilniaus;9 + 60;Švenčionėliai-Utena;;0,000;1,000;8,700;1,000;;60,000;;2,000;26,000;;;IV;;0,000;asf.;gelžb.;400,000;550,000;350,000;600,000;400,000;550,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
434;73;Vilniaus;9 + 60;Švenčionėliai-Utena;;0,000;1,000;8,700;1,000;;60,000;;2,000;26,000;;;IV;;0,000;asf.;gelžb.;400,000;550,000;350,000;600,000;400,000;550,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
435;73;Vilniaus;9 + 60;Švenčionėliai-Utena;;0,000;1,000;8,700;1,000;;60,000;;2,000;26,000;;;IV;;0,000;asf.;gelžb.;400,000;550,000;350,000;600,000;400,000;550,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
436;73;Vilniaus;9 + 60;Švenčionėliai-Utena;;0,000;1,000;8,700;1,000;;60,000;;2,000;26,000;;;IV;;0,000;asf.;gelžb.;400,000;550,000;350,000;600,000;400,000;550,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
