Nr;Rizikos objekto Id;Padalinys;Vieta;Tarpstotis;Norm_uztv_padetis;sergimoji_nesergimoji;Bendrojo_nebendrojo;Plotis;Pagr_keliu_sk;Nepagr_keliu_sk;Max_keleiv_greitis;Max_krov_greitis;Max_trauk_sk;Max_ekipazu_sk;Max_autobusu_sk;Max_troleibusu_sk;Pervazos_kategorija;Pamainu_sk;Saugo_eismo_tarnyba;Dangos_tipas_prieigose;Dangos_tipas_ant_keliu;Matom_sal_mas_kab_nelyg;Matom_sal_mas_kab_lyg;Matom_sal_ekipaz_des_nelyg;Matom_sal_ekipaz_des_lyg;Matom_sal_ekipaz_kair_nelyg;Matom_sal_ekipaz_kair_lyg;Automat_uztv;Pusautomat_uztv;Mygt_uztv_pran_sv_signal;Mygt_uztv_pran_signal;Mech_uztv_pran_sv_signal;Mech_uztv_pran_signal;Be_signal;Atitv_signal;Automat_sv_signal;Neautomat_sv_signal;Rank_uztv;GSB_EDD_rysys;Radijo_rysys;Video;El_apsv;Prozektoriai;Kap_remonto_data;Pesc_takai;Reikia_kap_rem;Reikia_keisti_post_st;Ivykiai;Ivykio data;Metai;
3019;503;Klaipėdos;50 + 300;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;9,000;1,000;0,000;25,000;25,000;;30,000;;;IV;;0,000;asf.;gelžb.;2000,000;500,000;1000,000;500,000;1000,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3020;503;Klaipėdos;50 + 300;Skuodas-Valstybės siena (nuo Skuodo);;0,000;1,000;9,000;1,000;0,000;25,000;25,000;;30,000;;;IV;;0,000;asf.;gelžb.;2000,000;500,000;1000,000;500,000;1000,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3021;504;Klaipėdos;;Privažiavimo kelias (Pavenčių st.) (Pavenčiai);;0,000;1,000;7,500;1,000;;10,000;;10,000;82,000;;;IV;;0,000;grįst.;gelžb.;100,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3022;504;Klaipėdos;;Privažiavimo kelias (Pavenčių st.) (Pavenčiai);;0,000;1,000;7,500;1,000;;10,000;;10,000;82,000;;;IV;;0,000;grįst.;gelžb.;100,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3023;504;Klaipėdos;;Privažiavimo kelias (Pavenčių st.) (Pavenčiai);;0,000;1,000;7,500;1,000;;10,000;;10,000;82,000;;;IV;;0,000;grįst.;gelžb.;100,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3024;504;Klaipėdos;;Privažiavimo kelias (Pavenčių st.) (Pavenčiai);;0,000;1,000;7,500;1,000;;10,000;;10,000;82,000;;;IV;;0,000;grįst.;gelžb.;100,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
3025;504;Klaipėdos;;Privažiavimo kelias (Pavenčių st.) (Pavenčiai);;0,000;1,000;7,500;1,000;;10,000;;10,000;82,000;;;IV;;0,000;grįst.;gelžb.;100,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3026;504;Klaipėdos;;Privažiavimo kelias (Pavenčių st.) (Pavenčiai);;0,000;1,000;7,500;1,000;;10,000;;10,000;82,000;;;IV;;0,000;grįst.;gelžb.;100,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3027;505;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;16,000;3,000;;15,000;;2,000;360,000;;;IV;;0,000;asf.;gelžb.;60,000;40,000;40,000;40,000;30,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3028;505;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;16,000;3,000;;15,000;;2,000;360,000;;;IV;;0,000;asf.;gelžb.;60,000;40,000;40,000;40,000;30,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3029;505;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;16,000;3,000;;15,000;;2,000;360,000;;;IV;;0,000;asf.;gelžb.;60,000;40,000;40,000;40,000;30,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3030;505;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;16,000;3,000;;15,000;;2,000;360,000;;;IV;;0,000;asf.;gelžb.;60,000;40,000;40,000;40,000;30,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
3031;505;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;16,000;3,000;;15,000;;2,000;360,000;;;IV;;0,000;asf.;gelžb.;60,000;40,000;40,000;40,000;30,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3032;505;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;16,000;3,000;;15,000;;2,000;360,000;;;IV;;0,000;asf.;gelžb.;60,000;40,000;40,000;40,000;30,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3033;506;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;7,000;2,000;;10,000;;4,000;218,000;;;IV;;0,000;asf.;gelžb.;350,000;170,000;30,000;30,000;200,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3034;506;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;7,000;2,000;;10,000;;4,000;218,000;;;IV;;0,000;asf.;gelžb.;350,000;170,000;30,000;30,000;200,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3035;506;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;7,000;2,000;;10,000;;4,000;218,000;;;IV;;0,000;asf.;gelžb.;350,000;170,000;30,000;30,000;200,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3036;506;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;7,000;2,000;;10,000;;4,000;218,000;;;IV;;0,000;asf.;gelžb.;350,000;170,000;30,000;30,000;200,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
3037;506;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;7,000;2,000;;10,000;;4,000;218,000;;;IV;;0,000;asf.;gelžb.;350,000;170,000;30,000;30,000;200,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3038;506;Klaipėdos;;Privažiavimo kelias (Telšių st.) (Telšiai);;0,000;1,000;7,000;2,000;;10,000;;4,000;218,000;;;IV;;0,000;asf.;gelžb.;350,000;170,000;30,000;30,000;200,000;30,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3039;507;Klaipėdos;;Privažiavimo kelias (Plungės st.) (Plungė);;0,000;1,000;28,000;1,000;;10,000;;2,000;670,000;8,000;;IV;;0,000;asf.;asf.;350,000;200,000;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2008;
3040;507;Klaipėdos;;Privažiavimo kelias (Plungės st.) (Plungė);;0,000;1,000;28,000;1,000;;10,000;;2,000;670,000;8,000;;IV;;0,000;asf.;asf.;350,000;200,000;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2009;
3041;507;Klaipėdos;;Privažiavimo kelias (Plungės st.) (Plungė);;0,000;1,000;28,000;1,000;;10,000;;2,000;670,000;8,000;;IV;;0,000;asf.;asf.;350,000;200,000;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2010;
3042;507;Klaipėdos;;Privažiavimo kelias (Plungės st.) (Plungė);;0,000;1,000;28,000;1,000;;10,000;;2,000;670,000;8,000;;IV;;0,000;asf.;asf.;350,000;200,000;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2011;
3043;507;Klaipėdos;;Privažiavimo kelias (Plungės st.) (Plungė);;0,000;1,000;28,000;1,000;;10,000;;2,000;670,000;8,000;;IV;;0,000;asf.;asf.;350,000;200,000;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2012;
3044;507;Klaipėdos;;Privažiavimo kelias (Plungės st.) (Plungė);;0,000;1,000;28,000;1,000;;10,000;;2,000;670,000;8,000;;IV;;0,000;asf.;asf.;350,000;200,000;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2013;
3045;508;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;4,200;2,000;;25,000;;50,000;12,000;;;IV;;0,000;asf.;gelžb.;120,000;50,000;120,000;120,000;120,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3046;508;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;4,200;2,000;;25,000;;50,000;12,000;;;IV;;0,000;asf.;gelžb.;120,000;50,000;120,000;120,000;120,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3047;508;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;4,200;2,000;;25,000;;50,000;12,000;;;IV;;0,000;asf.;gelžb.;120,000;50,000;120,000;120,000;120,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3048;508;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;4,200;2,000;;25,000;;50,000;12,000;;;IV;;0,000;asf.;gelžb.;120,000;50,000;120,000;120,000;120,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
3049;508;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;4,200;2,000;;25,000;;50,000;12,000;;;IV;;0,000;asf.;gelžb.;120,000;50,000;120,000;120,000;120,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3050;508;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;4,200;2,000;;25,000;;50,000;12,000;;;IV;;0,000;asf.;gelžb.;120,000;50,000;120,000;120,000;120,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3051;509;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;;0,000;7,800;2,000;;15,000;;30,000;380,000;;;IV;;0,000;asf.;gelžb.;100,000;50,000;;;10,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3052;509;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;;0,000;7,800;2,000;;15,000;;30,000;380,000;;;IV;;0,000;asf.;gelžb.;100,000;50,000;;;10,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3053;509;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;;0,000;7,800;2,000;;15,000;;30,000;380,000;;;IV;;0,000;asf.;gelžb.;100,000;50,000;;;10,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3054;509;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;;0,000;7,800;2,000;;15,000;;30,000;380,000;;;IV;;0,000;asf.;gelžb.;100,000;50,000;;;10,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
3055;509;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;;0,000;7,800;2,000;;15,000;;30,000;380,000;;;IV;;0,000;asf.;gelžb.;100,000;50,000;;;10,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3056;509;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;;0,000;7,800;2,000;;15,000;;30,000;380,000;;;IV;;0,000;asf.;gelžb.;100,000;50,000;;;10,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3057;510;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;10,000;1,000;;10,000;;4,000;12050,000;1240,000;;II;;0,000;asf.;gelžb.;300,000;1000,000;50,000;250,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;1,000;0,000;0,000;0;;2008;
3058;510;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;10,000;1,000;;10,000;;4,000;12050,000;1240,000;;II;;0,000;asf.;gelžb.;300,000;1000,000;50,000;250,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;1,000;0,000;0,000;0;;2009;
3059;510;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;10,000;1,000;;10,000;;4,000;12050,000;1240,000;;II;;0,000;asf.;gelžb.;300,000;1000,000;50,000;250,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;1,000;0,000;0,000;0;;2010;
3060;510;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;10,000;1,000;;10,000;;4,000;12050,000;1240,000;;II;;0,000;asf.;gelžb.;300,000;1000,000;50,000;250,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;1,000;0,000;0,000;0;;2011;
3061;510;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;10,000;1,000;;10,000;;4,000;12050,000;1240,000;;II;;0,000;asf.;gelžb.;300,000;1000,000;50,000;250,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;1,000;0,000;0,000;0;;2012;
3062;510;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;10,000;1,000;;10,000;;4,000;12050,000;1240,000;;II;;0,000;asf.;gelžb.;300,000;1000,000;50,000;250,000;50,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;1,000;0,000;0,000;0;;2013;
3063;511;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;8,800;2,000;;15,000;;2,000;60,000;;;IV;;0,000;asf.;gelžb.;100,000;200,000;200,000;150,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
3064;511;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;8,800;2,000;;15,000;;2,000;60,000;;;IV;;0,000;asf.;gelžb.;100,000;200,000;200,000;150,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
3065;511;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;8,800;2,000;;15,000;;2,000;60,000;;;IV;;0,000;asf.;gelžb.;100,000;200,000;200,000;150,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
3066;511;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;8,800;2,000;;15,000;;2,000;60,000;;;IV;;0,000;asf.;gelžb.;100,000;200,000;200,000;150,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
3067;511;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;8,800;2,000;;15,000;;2,000;60,000;;;IV;;0,000;asf.;gelžb.;100,000;200,000;200,000;150,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
3068;511;Klaipėdos;;Privažiavimo kelias (Klaipėdos st.) (Klaipėda);;0,000;1,000;8,800;2,000;;15,000;;2,000;60,000;;;IV;;0,000;asf.;gelžb.;100,000;200,000;200,000;150,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
3069;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2008;
3070;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2009;
3071;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;1;2010.02.01;2010;
3072;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;1;2010.02.01;2010;
3073;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2011;
3074;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2012;
3075;512;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;8,000;6,000;;15,000;;8,000;1000,000;;;IV;;0,000;asf.;gelžb.;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2013;
3076;513;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;10,000;1,000;;15,000;;8,000;150,000;;;IV;;0,000;asf.;gelžb.;150,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2008;
3077;513;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;10,000;1,000;;15,000;;8,000;150,000;;;IV;;0,000;asf.;gelžb.;150,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2009;
3078;513;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;10,000;1,000;;15,000;;8,000;150,000;;;IV;;0,000;asf.;gelžb.;150,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2010;
3079;513;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;10,000;1,000;;15,000;;8,000;150,000;;;IV;;0,000;asf.;gelžb.;150,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2011;
3080;513;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;10,000;1,000;;15,000;;8,000;150,000;;;IV;;0,000;asf.;gelžb.;150,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2012;
3081;513;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;10,000;1,000;;15,000;;8,000;150,000;;;IV;;0,000;asf.;gelžb.;150,000;100,000;100,000;100,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2013;
3082;514;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;7,000;1,000;;40,000;;12,000;1900,000;;;IV;;0,000;asf.;gelžb.;100,000;100,000;100,000;10,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;1;2008.02.01;2008;
3083;514;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;7,000;1,000;;40,000;;12,000;1900,000;;;IV;;0,000;asf.;gelžb.;100,000;100,000;100,000;10,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;1;2009.02.01;2009;
3084;514;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;7,000;1,000;;40,000;;12,000;1900,000;;;IV;;0,000;asf.;gelžb.;100,000;100,000;100,000;10,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2010;
3085;514;Klaipėdos;;Privažiavimo kelias (Draugystės st.) (Draugystė);;0,000;1,000;7,000;1,000;;40,000;;12,000;1900,000;;;IV;;0,000;asf.;gelžb.;100,000;100,000;100,000;10,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;1,000;0,000;0;;2011;
